SAMPLE_ID,SAMP_DATE,LABNO,WUWN,GROUP_ID,YEAR,YEAR_COMBINED,COUNTY,TOWNSHIP,TOWN,RANGE,RANGE_DIR,SECTION,QS,QQS,pH_Qual,pH,pH_Rel,Cond_Qual,Conductivity,Cond_Rel,Alk_Qual,Alkalinity,Alk_Rel,Total.Hardness,Thard_Rel,Nitrate,NO3_Rel,Cl_Qual,Chloride,Cl_Rel,SI_Qual,SI,SI_Rel,As_Qual,Arsenic,As_Rel,Ca_Qual,Calcium,Ca_Rel,Cu_Qual,Copper,Cu_Rel,Fe_Qual,Iron,Fe_Rel,K_Qual,Potassium,K_Rel,Mg_Qual,Magnesium,Mg_Rel,Mn_Qual,Manganese,Mn_Rel,Na_Qual,Sodium,Na_Rel,Pb_Qual,Lead,Pb_Rel,SO4_Qual,Sulfate,SO4_Rel,Zn_Qual,Zinc,Zn_Rel,P_Qual,P,P_Rel,PROJECT_ID,LONGITUDE,LATITUDE,ID,X1100,X1200,X2110,X2120,X2130,X2140,X3110,X3120,X3210,X3220,X4110,X4120,X4130,X4210,X4220,X4230,X4240,X4250,X4300,X5000,X6100,X6210,X6220,X6230,X6310,X6320,X6330,X6410,X6420,X6430,X6440,X6450,X7000,X8000,X65535,area.x,area2,CASH_PERC,CORN_PERC,DAIRY_PERC,URBAN_area,URBAN_PERC,HAY_PERC,PASTURE_PERC,AG_area,AG_PERC,POT_VEG_PERC,Excessively.drained,Somewhat.excessively.drained,Well.drained,Moderately.well.drained,Somewhat.poorly.drained,Poorly.drained,Very.poorly.drained,Water,area.ssurgo,area_ssurgo_nowater,perc_wd,perc_pd,perc_vpd,perc_sed,perc_spd,perc_mwd,perc_ed,weighted.rank,cnt,cnt_Thard,THard,HAY_PAST,AG_HAY_PAST,ROWCROP,DRAIN_CAT,AG_CAT,HAY_CAT,PASTURE_CAT,HAY_PAST_CAT,DAIRY_CAT,ROWCROP_CAT,AG_HAY_PAST_CAT,URBAN_CAT
138335,7/5/2023,2300444-EV,,612,2023,2022&2023,BARRON,RICE LAKE,35,11,W,26,SW,SE,NA,7.69,1,NA,319,1,NA,60,1,126,1,9.5,1,NA,32.1,1,NA,-0.7,1,<,0.005,1,,32.38,1,,0.002,1,<,0.007,1,,1.227,1,,11.01,1,<,0.0015,1,NA,10.4,1,<,0.004,1,,9.05,1,,0.009,1,<,0.005,1,40527,-91.6939294,45.4873407,182,2700,129600,365400,NA,14400,NA,69300,68400,54000,11700,NA,27900,NA,NA,NA,21600,NA,NA,NA,6300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771300,771300,0.473745624,0,0.018669778,132300,0.171528588,0.089848308,0.088681447,379800,0.492415403,0,19606.86,265195.35,438389.28,6284.25,6535.62,3267.81,13573.98,20360.97,773214.12,752853.15,0.58230384,0.004340568,0.01803005,0.352253756,0.008681135,0.008347245,0.026043406,5.293489149,1,0,126,0.178529755,0.670945158,0.473745624,Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,25-50%,50-75%,5-30%
138336,7/14/2023,2300444-EW,,612,2023,2022&2023,BARRON,RICE LAKE,35,11,W,14,SW,SE,NA,7.5,1,NA,129,1,NA,34,1,49,1,4,1,NA,3.9,1,NA,-1.5,1,<,0.005,1,,13.39,1,,0.049,1,<,0.007,1,,0.968,1,,3.893,1,<,0.0015,1,NA,4.748,1,<,0.004,1,,6.12,1,,0.024,1,<,0.005,1,40528,-91.6935799,45.5161028,183,NA,19800,191700,NA,371700,106200,12600,69300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771300,771300,0.248541424,0,0.481913652,19800,0.025670945,0.016336056,0.089848308,669600,0.868144691,0.137689615,121160.34,125182.26,467296.83,2765.07,3770.55,3519.18,43487.01,5027.4,772208.64,767181.24,0.609108781,0.004587156,0.056684142,0.163171691,0.00491481,0.003604194,0.157929227,5.225098296,1,0,49,0.106184364,0.974329055,0.248541424,Well Drained,75-100%,0-25%,0-25%,0-25%,25-50%,0-25%,75-100%,2.5-5%
138337,7/4/2023,2300444-EX,,612,2023,2022&2023,BARRON,RICE LAKE,35,11,W,9,SW,NE,NA,7.66,1,NA,233,1,NA,50,1,94,1,6.1,1,NA,20.9,1,NA,-1,1,<,0.005,1,,24.39,1,,0.01,1,,0.018,1,,1.198,1,,8.115,1,,0.002,1,NA,6.655,1,<,0.004,1,,7.24,1,,0.009,1,,0.012,1,40529,-91.7344182,45.5304442,184,36000,201600,NA,NA,NA,NA,81900,149400,32400,8100,NA,29700,NA,18000,NA,18000,NA,NA,NA,87300,35100,47700,NA,19800,NA,NA,NA,8100,NA,NA,NA,NA,NA,NA,NA,773100,773100,0,0,0,237600,0.307334109,0.105937136,0.193247963,0,0,0,6786.99,206374.77,342868.68,6786.99,11311.65,4021.92,14830.83,180232.29,773214.12,592981.83,0.578211106,0.006782535,0.025010598,0.348028826,0.01907588,0.011445528,0.011445528,5.200932599,1,0,94,0.299185099,0.299185099,0,Well Drained,0-25%,0-25%,0-25%,25-50%,0-25%,0-25%,25-50%,30-100%
138338,7/15/2023,2300444-FA,,612,2023,2022&2023,BARRON,STANLEY,34,11,W,11,NE,NE,NA,7.86,1,NA,117,1,NA,52,1,54,1,0.7,1,NA,1,1,NA,-1,1,<,0.005,1,,11.78,1,,0.048,1,,0.025,1,,0.485,1,,5.881,1,<,0.0015,1,NA,3.433,1,<,0.004,1,,5.44,1,,0.005,1,,0.009,1,40530,-91.694033,45.4443868,185,NA,18900,NA,NA,NA,NA,NA,NA,2700,NA,NA,9000,NA,29700,NA,709200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769500,769500,0,0,0,18900,0.024561404,0,0,0,0,0,251.37,NA,46503.45,700819.56,10054.8,2262.33,11060.28,2010.96,772962.75,770951.79,0.06031953,0.002934464,0.014346267,0,0.013042061,0.909031627,0.000326052,3.999347897,1,0,54,0,0,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
138339,7/5/2023,2300444-FC,,612,2023,2022&2023,BARRON,STANLEY,34,11,W,13,SW,SE,NA,7.54,1,NA,297,1,NA,47,1,126,1,13.1,1,NA,18,1,NA,-1,1,<,0.005,1,,30.81,1,,0.127,1,,0.019,1,,0.863,1,,11.85,1,,0.01,1,NA,5.507,1,<,0.004,1,,16.31,1,,0.035,1,,0.009,1,40531,-91.6737782,45.4299972,186,NA,30600,191700,NA,191700,NA,122400,99900,55800,NA,NA,47700,NA,NA,NA,28800,NA,NA,NA,NA,NA,4500,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774000,774000,0.247674419,0,0.247674419,30600,0.039534884,0.158139535,0.129069767,383400,0.495348837,0,183751.47,236539.17,286561.8,17595.9,7038.36,9803.43,17344.53,13573.98,772208.64,758634.66,0.377733598,0.012922465,0.022862823,0.311795891,0.009277667,0.023194168,0.242213386,5.624254473,1,0,126,0.287209302,0.782558139,0.247674419,Somewhat Excessively Drained,25-50%,0-25%,0-25%,25-50%,0-25%,0-25%,75-100%,2.5-5%
138340,7/6/2023,2300444-FD,,612,2023,2022&2023,BARRON,PRAIRIE LAKE,33,11,W,1,NW,SE,NA,6.96,1,NA,108,1,NA,12,1,38,1,3.5,1,NA,8.1,1,NA,-2.6,1,<,0.005,1,,11.39,1,,0.087,1,<,0.007,1,,1.836,1,,2.227,1,<,0.0015,1,NA,3.022,1,<,0.004,1,,6.97,1,,0.017,1,,0.624,1,40532,-91.6743537,45.3721326,187,NA,NA,NA,NA,102600,NA,14400,63900,52200,NA,NA,88200,NA,16200,NA,413100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18900,NA,NA,NA,NA,NA,NA,769500,769500,0,0,0.133333333,0,0,0.01871345,0.083040936,102600,0.133333333,0,8295.21,168166.53,56306.88,348650.19,148559.67,5781.51,31672.62,6032.88,773465.49,767432.61,0.073370455,0.007533574,0.041270881,0.219128726,0.193580085,0.454307239,0.01080904,4.211595152,1,0,38,0.101754386,0.235087719,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
138341,7/12/2023,2300444-FE,,612,2023,2022&2023,BARRON,STANFOLD,35,12,W,5,SW,NW,NA,7.6,1,NA,113,1,NA,34,1,44,1,2.3,1,NA,4.7,1,NA,-1.5,1,<,0.005,1,,10.3,1,,0.02,1,<,0.007,1,,0.868,1,,4.495,1,<,0.0015,1,NA,4.3,1,<,0.004,1,,4.66,1,,0.002,1,,0.047,1,40533,-91.8789747,45.5459281,188,NA,NA,98100,NA,230400,NA,52200,114300,9900,NA,NA,NA,NA,45000,NA,126000,NA,31500,NA,NA,NA,NA,49500,NA,NA,NA,NA,NA,18900,NA,NA,NA,NA,NA,NA,775800,775800,0.126450116,0,0.296983759,0,0,0.067285383,0.147331787,328500,0.423433875,0,3519.18,NA,38208.24,591473.61,75913.74,4021.92,56055.51,3519.18,772711.38,769192.2,0.049673203,0.005228758,0.072875817,0,0.09869281,0.768954248,0.004575163,3.735620915,1,0,44,0.21461717,0.638051045,0.126450116,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,25-50%,0-25%,50-75%,0-2.5%
138342,7/8/2023,2300444-FF,,612,2023,2022&2023,BARRON,DOYLE,35,10,W,6,SW,NW,NA,7.63,1,NA,210,1,NA,60,1,92,1,4.2,1,NA,13.1,1,NA,-0.9,1,<,0.005,1,,22.38,1,,0.038,1,<,0.007,1,,1.075,1,,8.69,1,,0.008,1,NA,4.781,1,<,0.004,1,,6.96,1,,0.028,1,<,0.005,1,40534,-91.6521741,45.5448692,189,NA,14400,423900,NA,58500,NA,62100,109800,26100,20700,28800,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769500,769500,0.550877193,0,0.076023392,14400,0.01871345,0.080701754,0.142690058,482400,0.626900585,0,7541.1,468050.94,259916.58,3519.18,4524.66,3519.18,9803.43,15333.57,772208.64,756875.07,0.343407506,0.004649618,0.012952507,0.618399203,0.00597808,0.004649618,0.009963467,5.555961475,1,0,92,0.223391812,0.850292397,0.550877193,Somewhat Excessively Drained,50-75%,0-25%,0-25%,0-25%,0-25%,50-75%,75-100%,0-2.5%
138343,7/18/2023,2300444-FH,,612,2023,2022&2023,BARRON,PRAIRIE LAKE,33,11,W,1,SW,SE,NA,7.54,1,NA,132,1,NA,46,1,57,1,1.2,1,NA,4.1,1,NA,-1.3,1,<,0.005,1,,15.11,1,<,0.001,1,,0.042,1,,1.028,1,,4.68,1,,0.028,1,NA,3.319,1,<,0.004,1,,9.22,1,,0.007,1,,0.042,1,40535,-91.6743537,45.3721326,190,NA,69300,NA,NA,NA,NA,NA,15300,34200,NA,8100,335700,NA,9000,NA,202500,NA,NA,24300,49500,16200,NA,NA,NA,NA,NA,NA,NA,13500,NA,NA,NA,NA,NA,NA,777600,777600,0,0,0,69300,0.08912037,0,0.019675926,0,0,0,104569.92,364737.87,64350.72,78427.44,4776.03,2765.07,29158.92,122919.93,771705.9,648785.97,0.099186362,0.004261914,0.04494382,0.5621852,0.007361488,0.120883379,0.161177838,5.556373499,1,0,57,0.019675926,0.019675926,0,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
138344,7/2/2023,2300444-FJ,,612,2023,2022&2023,BARRON,RICE LAKE,35,11,W,6,NE,SW,NA,7.93,1,NA,235,1,NA,113,1,117,1,0.3,1,NA,4.8,1,NA,-0.3,1,<,0.005,1,,26.91,1,,0.003,1,,0.057,1,,0.992,1,,12.02,1,,0.286,1,NA,4.22,1,<,0.004,1,,3,1,,0.004,1,<,0.005,1,40536,-91.7757258,45.5455116,191,NA,NA,NA,NA,231300,NA,NA,81000,88200,8100,NA,27000,NA,22500,NA,146700,NA,900,NA,85500,NA,18000,NA,NA,33300,NA,NA,11700,18000,NA,NA,NA,NA,NA,NA,772200,772200,0,0,0.2995338,0,0,0,0.104895105,231300,0.2995338,0,10306.17,12065.76,248604.93,285053.58,83454.84,9803.43,13825.35,109345.95,772460.01,663114.06,0.374905231,0.014783927,0.020849128,0.018195603,0.125852919,0.429871114,0.015542077,4.239954511,1,0,117,0.104895105,0.404428905,0,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,25-50%,0-25%,25-50%,0-2.5%
138345,7/16/2023,2300444-FK,,612,2023,2022&2023,BARRON,RICE LAKE,35,11,W,1,SE,SW,NA,7.73,1,NA,198,1,NA,53,1,84,1,5.5,1,NA,10.4,1,NA,-0.9,1,<,0.005,1,,20.02,1,,0.003,1,<,0.007,1,,0.971,1,,8.329,1,<,0.0015,1,NA,4.714,1,<,0.004,1,,6.12,1,,0.015,1,<,0.005,1,40537,-91.6729076,45.5450532,192,NA,67500,361800,NA,22500,NA,NA,116100,23400,30600,NA,35100,NA,900,NA,20700,NA,NA,NA,12600,NA,NA,NA,NA,22500,NA,NA,NA,41400,14400,NA,NA,NA,NA,NA,769500,769500,0.470175439,0,0.029239766,67500,0.087719298,0,0.150877193,384300,0.499415205,0,17093.16,514051.65,135237.06,3519.18,6284.25,56809.62,10306.17,29158.92,772460.01,743301.09,0.181941157,0.076428813,0.013865404,0.691579303,0.008454515,0.004734528,0.02299628,5.43118025,1,0,84,0.150877193,0.650292398,0.470175439,Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,25-50%,50-75%,5-30%
138346,7/13/2023,2300444-FL,,612,2023,2022&2023,BARRON,PRAIRIE LAKE,33,11,W,12,NE,NW,NA,7.65,1,NA,161,1,NA,36,1,66,1,4.7,1,NA,10.5,1,NA,-1.3,1,<,0.005,1,,16.01,1,,0.014,1,,0.011,1,,1.259,1,,6.322,1,,0.01,1,NA,3.593,1,<,0.004,1,,6.28,1,,0.005,1,<,0.005,1,40538,-91.6743244,45.3578791,193,NA,59400,NA,NA,17100,NA,NA,NA,NA,NA,17100,236700,NA,NA,NA,138600,NA,NA,53100,153900,15300,82800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774000,774000,0,0,0.022093023,59400,0.076744186,0,0,17100,0.022093023,0,118898.01,341863.2,6284.25,NA,NA,NA,29661.66,277009.74,773716.86,496707.12,0.012651822,0,0.059716599,0.688259109,0,0,0.23937247,5.928137652,1,0,66,0,0.022093023,0,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
138347,7/20/2023,2300444-FM,,612,2023,2022&2023,BARRON,OAK GROVE,36,11,W,36,SE,SE,NA,7.52,1,NA,280,1,NA,53,1,114,1,8.2,1,NA,24.4,1,NA,-1,1,<,0.005,1,,31,1,,0.036,1,<,0.007,1,,1.42,1,,9.014,1,,0.002,1,NA,6.545,1,<,0.004,1,,12.34,1,,0.011,1,,0.016,1,40539,-91.6728223,45.5594771,194,NA,16200,NA,160200,387900,NA,108900,73800,NA,20700,NA,NA,NA,NA,NA,6300,NA,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777600,777600,0,0.206018519,0.498842593,16200,0.020833333,0.140046296,0.094907407,548100,0.704861111,0,NA,NA,762405.21,6786.99,3519.18,NA,NA,NA,772711.38,772711.38,0.986662329,0,0,0,0.004554327,0.008783344,0,4.982108003,1,0,114,0.234953703,0.939814814,0.206018519,Well Drained,50-75%,0-25%,0-25%,0-25%,25-50%,0-25%,75-100%,0-2.5%
138348,7/5/2023,2300444-FP,,612,2023,2022&2023,BARRON,CRYSTAL LAKE,35,14,W,28,SW,SW,NA,8.28,1,NA,477,1,NA,203,1,245,1,5.5,1,NA,12.9,1,NA,0.6,1,<,0.005,1,,56.95,1,,0.015,1,<,0.007,1,,0.935,1,,24.98,1,<,0.0015,1,NA,6.41,1,<,0.004,1,,14.21,1,,0.003,1,,0.17,1,40540,-92.1040255,45.4883092,195,NA,9000,23400,NA,196200,NA,88200,76500,70200,9000,NA,13500,NA,NA,NA,84600,NA,NA,NA,49500,56700,900,26100,45900,NA,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,772200,772200,0.03030303,0,0.254079254,9000,0.011655012,0.114219114,0.099067599,219600,0.284382284,0,18350.01,66361.68,166155.57,224222.04,72897.3,14830.83,62339.76,147554.19,772711.38,625157.19,0.265782067,0.023723361,0.099718536,0.10615199,0.116606353,0.358665058,0.029352634,4.102935263,1,0,245,0.213286713,0.497668997,0.03030303,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,25-50%,0-25%,25-50%,0-2.5%
138349,7/10/2023,2300444-FQ,,612,2023,2022&2023,BARRON,DOYLE,35,10,W,31,SW,SW,NA,7.83,1,NA,127,1,NA,61,1,58,1,0.6,1,NA,1.6,1,NA,-1,1,<,0.005,1,,12.64,1,,0.003,1,<,0.007,1,,0.658,1,,6.44,1,<,0.0015,1,NA,3.684,1,<,0.004,1,,2.33,1,,0.002,1,,0.009,1,40541,-91.6528671,45.4729627,196,NA,135900,NA,NA,NA,NA,NA,NA,NA,NA,NA,439200,NA,NA,NA,96300,99900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771300,771300,0,0,0,135900,0.176196033,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,58,0,0,0,NA,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
138350,7/3/2023,2300444-FR,,612,2023,2022&2023,BARRON,OAK GROVE,36,11,W,32,SE,NE,NA,8.25,1,NA,303,1,NA,166,1,161,1,0.05,1,NA,1.6,1,NA,0.4,1,<,0.005,1,,43.85,1,<,0.001,1,,0.204,1,,1.17,1,,12.44,1,,0.639,1,NA,3.281,1,<,0.004,1,<,0.142,1,<,0.0012,1,,0.02,1,40542,-91.7551946,45.5598618,197,NA,NA,130500,74700,NA,32400,2700,900,6300,NA,NA,154800,NA,4500,NA,186300,NA,NA,NA,59400,NA,60300,NA,40500,NA,12600,NA,NA,8100,NA,NA,NA,NA,NA,NA,774000,774000,0.168604651,0.096511628,0,0,0,0.003488372,0.001162791,237600,0.306976744,0.041860465,8295.21,98788.41,429591.33,34437.69,7038.36,8797.95,51782.22,133477.47,772208.64,638731.17,0.672569854,0.013774105,0.081070445,0.154663518,0.011019284,0.053915781,0.012987013,4.739079103,1,0,161,0.004651163,0.311627907,0.265116279,Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,25-50%,25-50%,0-2.5%
138351,7/12/2023,2300444-FT,,612,2023,2022&2023,BARRON,CHETEK,33,10,W,6,NE,SW,NA,7.39,1,NA,87,1,NA,31,1,34,1,0.7,1,NA,3.5,1,NA,-1.8,1,<,0.005,1,,8.921,1,,0.004,1,,0.019,1,,0.974,1,,2.758,1,,0.003,1,NA,3.454,1,<,0.004,1,,4.27,1,,0.011,1,,0.201,1,40543,-91.6534952,45.3720322,198,NA,36900,81000,NA,NA,13500,NA,12600,1800,NA,8100,248400,NA,NA,NA,63900,NA,NA,NA,133200,NA,121500,9000,29700,NA,NA,NA,NA,9900,NA,4500,NA,NA,NA,NA,774000,774000,0.104651163,0,0,36900,0.047674419,0,0.01627907,94500,0.122093023,0.01744186,90744.57,357699.51,NA,NA,NA,251.37,65356.2,258156.99,772208.64,514051.65,0,0.000488998,0.127139364,0.695843521,0,0,0.176528117,5.538875306,1,0,34,0.01627907,0.138372093,0.104651163,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,2.5-5%
138352,7/10/2023,2300444-FU,,612,2023,2022&2023,BARRON,SUMNER,34,10,W,6,SE,NW,NA,7.73,1,NA,177,1,NA,53,1,78,1,3.4,1,NA,7.8,1,NA,-0.9,1,<,0.005,1,,20.04,1,<,0.001,1,<,0.007,1,,1.161,1,,6.828,1,<,0.0015,1,NA,3.489,1,<,0.004,1,,9.41,1,,0.003,1,,0.01,1,40544,-91.653259,45.4585968,199,NA,9000,45000,NA,186300,NA,9000,20700,NA,NA,NA,258300,NA,NA,NA,71100,NA,NA,NA,NA,NA,NA,NA,19800,NA,NA,NA,NA,9900,2700,33300,104400,NA,NA,NA,769500,769500,0.058479532,0,0.242105263,9000,0.011695906,0.011695906,0.026900585,231300,0.300584795,0,176964.48,367502.94,50776.74,3267.81,2262.33,82952.1,65858.94,22874.67,772460.01,749585.34,0.067739772,0.110663984,0.087860496,0.490274983,0.003018109,0.00435949,0.236083166,5.26861167,1,0,78,0.038596491,0.339181286,0.058479532,Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,0-2.5%
138353,7/8/2023,2300444-FV,,612,2023,2022&2023,BARRON,CEDAR LAKE,36,10,W,31,SE,SE,NA,8.15,1,NA,319,1,NA,174,1,171,1,0.05,1,NA,1.2,1,NA,0.3,1,<,0.005,1,,47.04,1,<,0.001,1,,0.021,1,,1.334,1,,12.95,1,,0.827,1,NA,3.47,1,<,0.004,1,<,0.142,1,<,0.0012,1,<,0.005,1,40545,-91.6523982,45.559396,200,NA,NA,NA,11700,87300,155700,59400,44100,89100,18900,32400,81900,NA,31500,NA,72900,NA,NA,NA,28800,NA,7200,24300,NA,NA,NA,NA,NA,NA,10800,NA,11700,NA,NA,NA,767700,767700,0,0.015240328,0.113716295,0,0,0.077373974,0.057444314,254700,0.331770223,0.202813599,15836.31,244331.64,307676.88,13071.24,37956.87,73651.41,36197.28,44743.86,773465.49,728721.63,0.422214557,0.101069334,0.049672301,0.33528803,0.052086927,0.01793722,0.021731632,4.754743015,1,0,171,0.134818288,0.466588511,0.015240328,Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,0-2.5%
138354,7/7/2023,2300444-FW,,612,2023,2022&2023,BARRON,MAPLE PLAIN,36,14,W,26,SW,SE,NA,8.31,1,NA,272,1,NA,140,1,143,1,0.4,1,NA,1.2,1,NA,0.3,1,<,0.005,1,,36.98,1,,0.001,1,<,0.007,1,,0.939,1,,12.34,1,<,0.0015,1,NA,3.789,1,<,0.004,1,,6.87,1,,0.045,1,,0.027,1,40546,-92.0622369,45.5741382,201,NA,23400,NA,NA,NA,NA,NA,17100,56700,NA,NA,153900,NA,21600,NA,218700,NA,NA,NA,265500,NA,NA,5400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,NA,769500,769500,0,0,0,23400,0.030409357,0,0.022222222,0,0,0,7792.47,311447.43,NA,142275.42,16841.79,4776.03,14579.46,274747.41,772460.01,497712.6,0,0.00959596,0.029292929,0.625757576,0.033838384,0.285858586,0.015656566,5.157575758,1,0,143,0.022222222,0.022222222,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,2.5-5%
138355,7/14/2023,2300444-FX,,612,2023,2022&2023,BARRON,CHETEK,33,10,W,7,SE,SE,NA,7.34,1,NA,189,1,NA,25,1,67,1,6.7,1,NA,21.1,1,NA,-1.7,1,<,0.005,1,,19.35,1,,0.005,1,,0.009,1,,1.425,1,,4.582,1,,0.009,1,NA,7.39,1,<,0.004,1,,4.03,1,,0.029,1,,0.308,1,40547,-91.6533383,45.357882,202,NA,72000,NA,NA,NA,NA,NA,107100,31500,NA,45900,333900,NA,NA,NA,60300,NA,NA,NA,123300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774000,774000,0,0,0,72000,0.093023256,0,0.138372093,0,0,0,89236.35,478608.48,4524.66,9803.43,754.11,754.11,23126.04,166658.31,773465.49,606807.18,0.007456504,0.001242751,0.038111019,0.788732394,0.001242751,0.016155758,0.147058824,5.908036454,1,0,67,0.138372093,0.138372093,0,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
138356,7/5/2023,2300444-FY,,612,2023,2022&2023,BARRON,SUMNER,34,10,W,20,NW,SW,NA,7.59,1,NA,201,1,NA,51,1,76,1,4,1,NA,12,1,NA,-1,1,<,0.005,1,,23.91,1,,0.01,1,<,0.007,1,,4.142,1,,3.913,1,,0.004,1,NA,7.059,1,<,0.004,1,,12.45,1,,0.022,1,,0.369,1,40548,-91.6335091,45.4153504,203,NA,18000,NA,NA,NA,NA,900,384300,36000,NA,NA,NA,NA,NA,NA,193500,NA,NA,NA,NA,NA,NA,36000,NA,49500,NA,NA,NA,30600,18900,NA,NA,NA,NA,NA,767700,767700,0,0,0,18000,0.023446659,0.001172333,0.500586166,0,0,0,4273.29,25137,136493.91,429842.7,65607.57,103313.07,4021.92,4021.92,772711.38,768689.46,0.177567037,0.13440157,0.005232178,0.032701112,0.085349902,0.559189012,0.005559189,3.889797253,1,0,76,0.501758499,0.501758499,0,Moderately Well Drained,0-25%,0-25%,50-75%,50-75%,0-25%,0-25%,50-75%,0-2.5%
138357,,2300444-FZ,,612,2023,2022&2023,BARRON,ALMENA,34,14,W,16,NE,NW,NA,8.25,1,NA,294,1,NA,152,1,156,1,0.05,1,NA,2.6,1,NA,0.3,1,<,0.005,1,,40.37,1,,0.03,1,,0.016,1,,0.893,1,,13.51,1,,0.016,1,NA,3.191,1,<,0.004,1,,4.2,1,,0.008,1,,0.058,1,40549,-92.1047555,45.4312146,204,NA,NA,NA,NA,221400,80100,57600,110700,NA,NA,NA,45000,NA,NA,NA,176400,NA,NA,3600,49500,5400,NA,NA,8100,9000,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA,769500,769500,0,0,0.287719298,0,0,0.074853801,0.143859649,301500,0.391812865,0.104093567,2765.07,50022.63,42230.16,579659.22,7289.73,4776.03,24382.89,61837.02,772962.75,711125.73,0.059384942,0.006716154,0.034287734,0.070342877,0.010250972,0.815129021,0.0038883,4.085189113,1,0,156,0.21871345,0.610526315,0,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,25-50%,0-25%,50-75%,0-2.5%
138358,7/3/2023,2300444-GA,,612,2023,2022&2023,BARRON,DOVRE,32,10,W,22,NW,SW,NA,7.18,1,NA,100,1,NA,16,1,35,1,4.3,1,NA,5.3,1,NA,-2.3,1,<,0.005,1,,9.11,1,,0.012,1,<,0.007,1,,1.007,1,,3.036,1,,0.004,1,NA,3.683,1,<,0.004,1,,3.68,1,,0.008,1,,0.093,1,40550,-91.5932436,45.2431899,205,NA,92700,NA,NA,222300,54000,187200,NA,39600,20700,NA,23400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,70200,37800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765900,765900,0,0,0.290246769,92700,0.121034078,0.244418331,0,276300,0.360752056,0.070505288,8295.21,NA,241063.83,89487.72,261424.8,6786.99,155598.03,9552.06,772208.64,762656.58,0.316084377,0.008899143,0.204021094,0,0.342781806,0.117336849,0.01087673,3.376071193,1,0,35,0.244418331,0.605170387,0,Somewhat Poorly Drained,25-50%,0-25%,0-25%,0-25%,25-50%,0-25%,50-75%,5-30%
