FIPS,CommunityName,StateAbbr,Region,Population,PopulationGroup,PopulationGroupOrder,RegionOrder,dollarsPerCapita,percentOfMuniBud,dollarsPerPublicTree,budgetNeeds,raPlan,raPrun,raRem,raAdmin,raOther,publicTreeAssetValue,publicTreeAssetInd,treeBoard,ordinance,ordinanceYear,writtenStratPlan,writtenStratPlanUpToDate,treeResourceInventoryExists,treeResourceInventory,canCovGoal,percentCanGoal,percentCurCan,yearsToGoal,percentCanProgress,greenSpaceAreaMeters,greenSpaceAreaFeet,currentPrunInsCyc,desiredPrunInsCyc,yearsOfPrunInsCyc,percentAttPrunInsCyc,activeManagement,strTrStockingLevel,prkTrStockingLevel,munTrStockingLevel,pubStrTrDensity,manPubTrPerCap,manPubTrPerEmp,plantedTrStab,tcAdvisoryBoard,tcOrdinance,tcBudgetValue,tcBudget,tcArborDay,tcScore,carsStaff,carsOrdinance,carsOrdMainHave,carsOrdPlantHave,carsOrdProthave,carsAdvocacy,carsManagement,carsScore,smaStaff,smaMasterPlan,smaStatus,smaAward,smaPreference,smaStandards,smaScore,cmManagement,cmFunding,cmStaffing,cmAssessment,cmProtection,cmSelection,cmStandards,cmSafety,cmRecycling,cmResourceManagement,cmInteraction,cmGreenCooperation,cmInvolvement,cmAction,cmAgencyCooperation,cmRegionalCooperation,cmAwareness,cmCommunityFramework,cmCanopyCover,cmAge,cmSpeciesMix,cmVegetationResource,cmScore,cmRelativeScore,cmResourceManagementRelative,cmCommunityFrameworkRelative,cmVegetationResourceRelative
4703440,Bartlett,TN,South,54613,50-99.9k,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,100,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20,100,100,#N/A,#N/A,100,#N/A,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,#N/A,#N/A,1,#N/A,3,2,4,4,#N/A,2,#N/A,#N/A,2.5,3,2.5,2.5,3,1,2.5,17,1,#N/A,2,#N/A,#N/A,#N/A,#N/A,47.61904762,#N/A
4708540,Bristol,TN,South,26702,25-49.9k,4,4,2.288742416,0.057462578,0.061114,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,37.45037825,#DIV/0!,#N/A,100,100,2.288742416,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,#N/A,#N/A,1,2,4,3,3,3,#N/A,2,3,#N/A,3,1,3,3,1,3,2.5,16.5,2,2,2,8,#N/A,#N/A,#N/A,45.23809524,33.33333333
4714000,Chattanooga,TN,South,167674,100-249.9k,6,4,5.313781505,0.419207208,4.454915,25,16,40,20,14,10,52360000,N,100,100,100,100,100,100,100,100,50,51.4,#N/A,102.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,160,1.192790773,18181.81818,32,100,100,5.313781505,100,100,100,100,#N/A,100,#N/A,100,100,100,74.75,100,100,100,100,0,100,85.71428571,3,1,4,2,2,2,4,1,4,23,2,2.5,2.5,3,2.5,2.5,3,18,4,2,2,10.66666667,51.66666667,52.77777778,51.85185185,52.38095238,55.55555556
4727740,Franklin,TN,South,62487,50-99.9k,5,4,3.200665738,0.235920985,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,100,100,#N/A,100,100,100,40,42,#N/A,105,#N/A,#N/A,4,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200,100,100,3.200665738,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,#N/A,100,#N/A,3,4,3,2,4,4,4,2,2,28,3,3,2.5,2.5,2,2.5,3,18.5,1,2,2,6.666666667,53.16666667,55.27777778,70.37037037,54.76190476,22.22222222
4738320,Johnson City,TN,South,63152,50-99.9k,5,4,4.922251077,0.40847569,42.12630438,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,97.34111543,#N/A,#N/A,10.00666667,0.116845072,1229.833333,-107,#N/A,100,4.922251077,100,100,#N/A,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,#N/A,#N/A,1,3,4,4,2,3,4,1,2,24,2.5,2.5,2.5,2.5,3,2.5,3,18.5,1,2,2,6.666666667,49.16666667,48.61111111,55.55555556,54.76190476,22.22222222
4740000,Knoxville,TN,South,178874,100-249.9k,6,4,31.86600624,1.484375,364.0776699,#N/A,1,10,5,7,77,#N/A,N,100,100,100,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,83.89009515,902.9846708,#N/A,#N/A,#N/A,#N/A,0,88.01805499,99.60585586,#N/A,6.713615023,0.087525297,1957,234,100,100,31.86600624,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,85.71428571,3,1,4,4,4,3,4,4,2,29,2,3,2.5,2.5,1,3,2,16,4,2,2,10.66666667,55.66666667,59.44444444,74.07407407,42.85714286,55.55555556
4803000,Amarillo,TX,South,190695,100-249.9k,6,4,2.246519311,0.145177142,30.6,20,5,30,30,3,32,#N/A,#N/A,100,100,100,100,100,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,2,5,28.57142857,0,92.30769231,96,80,1.183980741,0.073415664,1166.666667,-150,100,100,2.246519311,100,100,100,100,#N/A,#N/A,100,#N/A,100,100,74.75,100,100,100,0,#N/A,#N/A,#N/A,2.5,1,4,4,1,2,#N/A,1,3,#N/A,2.5,2.5,2.5,3,2.5,2.5,4,19.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,59.52380952,22.22222222
4804000,Arlington,TX,South,365438,250-499.9k,7,4,#N/A,#N/A,#N/A,50,25,10,10,10,45,#N/A,#N/A,100,100,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,98.21619693,#N/A,#N/A,1.105844547,#N/A,#N/A,1702,100,100,#N/A,#N/A,100,#N/A,100,100,100,100,100,100,0,75,100,0,100,100,100,100,85.71428571,1.5,2,4,2,2,3,3,2,2,21.5,2.5,2.5,2.5,2.5,2,2.5,3,17.5,1,2,2,6.666666667,45.66666667,42.77777778,46.2962963,50,22.22222222
4805000,Austin,TX,South,790390,500-999.9k,8,4,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,374006202,N,100,100,100,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51,20,31,39.21568627,100,39.25588942,#N/A,#N/A,#N/A,0.313699566,#N/A,#N/A,100,100,#N/A,#N/A,100,#N/A,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,100,#N/A,2.5,3,4,4,3,2,4,2,2,26.5,2,1,2,3,2,2.5,3,15.5,4,4,4,16,58,63.33333333,64.81481481,40.47619048,100
4810780,Brownwood,TX,South,19288,10-24.9k,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,0,-0.25,0,0,0,0,#N/A,#N/A,#N/A,1.5,#N/A,2.5,1,1,1,#N/A,3,3,#N/A,2,3,2,1,1,2,4,15,1,1,1,4,#N/A,#N/A,#N/A,38.0952381,0
4810912,Bryan,TX,South,76201,50-99.9k,5,4,17.06014357,0.384274313,#N/A,85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,17.06014357,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,#N/A,#N/A,1,2,4,1,3,3.5,#N/A,1,3,#N/A,3,3,2.5,2.5,3,2.5,3,19.5,1,1,1,4,#N/A,#N/A,#N/A,59.52380952,0
4819624,Deer Park,TX,South,32010,25-49.9k,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,3,-2,300,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,100,0,#N/A,#N/A,0,#N/A,100,#N/A,100,#N/A,#N/A,100,0,49.75,100,0,0,0,#N/A,#N/A,#N/A,1,#N/A,4,3,1,1,4,2,3,#N/A,2.5,2.5,2,3,2.5,3,1,16.5,1,3,3,9.333333333,#N/A,#N/A,#N/A,45.23809524,44.44444444
4819972,Denton,TX,South,113383,100-249.9k,6,4,6.088934849,0.671272975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,100,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,6.088934849,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,#N/A,#N/A,1,#N/A,4,1,3,3,#N/A,2,2,#N/A,3,3,3,3,2.5,4,3,21.5,1,1,1,4,#N/A,#N/A,#N/A,69.04761905,0
4824768,Euless,TX,South,51277,50-99.9k,5,4,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,100,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,100,#N/A,100,100,100,100,100,100,#N/A,#N/A,100,100,100,0,#N/A,#N/A,#N/A,2,#N/A,3,#N/A,3,3,#N/A,#N/A,2,#N/A,1,3,3,1,1,1,2.5,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.19047619,#N/A
4826268,Floydada,TX,South,3038,2.5-4.9k,1,4,0.329163924,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,0,0.329163924,0,0,25,#N/A,#N/A,#N/A,#N/A,#N/A,100,0,24.5,#N/A,0,0,0,#N/A,#N/A,#N/A,1,2,1,1,1,1,#N/A,1,2,#N/A,3,1,1,3,3,1,3,15,1,1,1,4,#N/A,#N/A,#N/A,38.0952381,0
4827000,Fort Worth,TX,South,741206,500-999.9k,8,4,1.507119478,0.054910002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,100,#N/A,100,#N/A,100,30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,1.507119478,0,100,75,100,100,100,100,100,100,100,100,100,100,100,100,0,100,85.71428571,#N/A,1,4,3,4,3,#N/A,3,2,#N/A,2.5,2.5,2.5,4,2.5,2.5,4,20.5,1,3,2,8,#N/A,#N/A,#N/A,64.28571429,33.33333333
4834088,Hillsboro,TX,South,8456,5-9.9k,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,0,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,229.7176916,2472.658467,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,0,-0.25,0,0,0,0,#N/A,#N/A,#N/A,1,#N/A,2.5,1,1,1,#N/A,1,1,#N/A,1,2,1,1,1,1,1,8,1,1,1,4,#N/A,#N/A,#N/A,4.761904762,0
4835576,Hurst,TX,South,37337,25-49.9k,4,4,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,0,#N/A,100,100,100,100,100,100,0,75,0,0,0,0,#N/A,#N/A,#N/A,1,#N/A,3,1,2,3,#N/A,1,2,#N/A,1,3,1,1,4,1,4,15,1,1,1,4,#N/A,#N/A,#N/A,38.0952381,0
4836104,Iowa Park,TX,South,6355,5-9.9k,2,4,1.573564123,0.141369531,#N/A,#N/A,0,0,50,25,25,#N/A,N,100,0,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,89.15191188,959.6223446,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,0,1.573564123,0,0,25,0,#N/A,#N/A,#N/A,#N/A,100,0,24.75,0,0,0,0,#N/A,#N/A,#N/A,1,1,2.5,1,1,1,#N/A,1,3,#N/A,2,2.5,2,2,2.5,2.5,2.5,16,1,1,1,4,#N/A,#N/A,#N/A,42.85714286,0
4838632,Keller,TX,South,39627,25-49.9k,4,4,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,100,#N/A,#N/A,100,100,100,100,100,0,49.75,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,4,2.5,1,2,3,#N/A,1,2,#N/A,1,3,3,3,3,3,3,19,1,1,1,4,#N/A,#N/A,#N/A,57.14285714,0
4840984,Lakeway,TX,South,11391,10-24.9k,3,4,11.71977877,0.716264736,#N/A,20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,0,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,11.71977877,100,0,50,100,100,100,100,100,0,0,50,100,0,0,0,0,0,28.57142857,1,2,4,1,3,2,#N/A,1,3,#N/A,2,2,1,2.5,2,2.5,3,15,1,1,1,4,#N/A,#N/A,#N/A,38.0952381,0
4841440,La Porte,TX,South,33800,25-49.9k,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,0,#N/A,100,#N/A,100,100,#N/A,0,0,24.75,100,100,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,3,1,2,3.5,#N/A,1,2,#N/A,3,2.5,2.5,2.5,3,3,3,19.5,1,1,1,4,#N/A,#N/A,#N/A,59.52380952,0
4841980,League City,TX,South,83560,50-99.9k,5,4,2.082336046,0.16436595,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,100,100,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,2.082336046,100,100,100,100,100,100,100,100,100,0,75,100,0,0,0,#N/A,#N/A,#N/A,1,#N/A,4,1,3,3,#N/A,1,2,#N/A,2.5,3,2.5,2.5,2.5,2.5,2.5,18,1,1,1,4,#N/A,#N/A,#N/A,52.38095238,0
4842508,Lewisville,TX,South,95290,50-99.9k,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,0,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,100,100,#N/A,#N/A,100,#N/A,100,#N/A,100,100,#N/A,100,0,49.75,100,0,100,100,0,0,57.14285714,1.5,#N/A,3,1,2,3,#N/A,2,3,#N/A,2,2.5,2.5,2.5,2.5,2.5,3,17.5,1,1,1,4,#N/A,#N/A,#N/A,50,0
4843012,Little Elm,TX,South,25898,25-49.9k,4,4,7.722604062,0.588235294,#N/A,100,80,5,5,0,10,#N/A,#N/A,100,100,100,100,100,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,7.722604062,100,#N/A,#N/A,#N/A,100,100,100,100,100,0,49.75,#N/A,100,#N/A,100,#N/A,#N/A,#N/A,3,4,2.5,1,4,3.5,#N/A,3,3,#N/A,3,2.5,2,2,3,2,3,17.5,1,1,1,4,#N/A,#N/A,#N/A,50,0
4845000,Lubbock,TX,South,229573,100-249.9k,6,4,#N/A,#N/A,#N/A,#N/A,10,40,20,7,23,#N/A,#N/A,100,100,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,100,#N/A,100,#N/A,#N/A,100,100,100,0,49.75,#N/A,0,100,100,#N/A,#N/A,#N/A,1,#N/A,3,1,2,3,#N/A,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,4,#N/A,#N/A,#N/A,#N/A,0
4847892,Mesquite,TX,South,139824,100-249.9k,6,4,14.30369608,1.473057773,38.46153846,100,5,5,5,7.5,77.5,#N/A,#N/A,100,100,100,100,100,100,#N/A,100,25,25,0,100,109.9816054,1183.831102,3,2,1,66.66666667,100,100,75,66.66666667,277.7777778,0.371896098,1300,2303,100,100,14.30369608,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.5,4,4,4,3,4,4,2,2,30.5,4,4,3,4,4,3,4,26,1,4,4,12,68.5,80.83333333,79.62962963,90.47619048,66.66666667
4848804,Missouri City,TX,South,67358,50-99.9k,5,4,1.232221859,0.072976138,5.928571429,#N/A,20,0,80,0,0,#N/A,#N/A,0,100,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,63.62458416,684.8487188,5,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.207844651,#N/A,186,100,100,1.232221859,0,100,75,100,100,100,100,100,100,0,75,100,0,0,100,#N/A,0,#N/A,1,2,4,2,1,3,2,2,2,19,2.5,2,2.5,3,2.5,3,3,18.5,1,#N/A,2,#N/A,#N/A,#N/A,37.03703704,54.76190476,#N/A
4850820,New Braunfels,TX,South,57740,50-99.9k,5,4,10.64983634,0.365869684,133.5334528,#N/A,6,15,15,20,44,#N/A,N,100,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.07975407,2302.5,663,100,100,10.64983634,100,100,100,100,#N/A,100,100,#N/A,100,0,49.75,100,0,100,100,#N/A,100,#N/A,1,2,4,4,3,3,3,2,2,24,2.5,2,2.5,3,2.5,3,2,17.5,1,#N/A,2,#N/A,#N/A,#N/A,55.55555556,50,#N/A
4853388,Odessa,TX,South,99940,50-99.9k,5,4,4.051110666,0.217905299,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,4.051110666,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,3,3,3,2,2,#N/A,1,2,#N/A,2.5,2.5,2.5,2.5,3,3,2.5,18.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,54.76190476,22.22222222
4856000,Pasadena,TX,South,149043,100-249.9k,6,4,4.830820636,0.468533758,480,100,20,10,5,35,30,#N/A,N,100,100,#N/A,100,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,100,60,72.72727273,90.90909091,2.571428571,0.01006421,150,580,100,100,4.830820636,100,100,100,100,#N/A,#N/A,100,100,100,100,74.75,#N/A,100,0,0,#N/A,#N/A,#N/A,2.5,3,3,3,1,3,3,2,2,22.5,1,1,3,2,3,2,2.5,14.5,1,2,2,6.666666667,43.66666667,39.44444444,50,35.71428571,22.22222222
4863500,Round Rock,TX,South,99887,50-99.9k,5,4,1.001131278,0.1,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,100,0,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,5,0,100,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,1.001131278,0,100,75,100,#N/A,100,100,#N/A,100,0,49.75,100,0,0,0,#N/A,#N/A,#N/A,1,3,4,1,3,3,#N/A,#N/A,2,#N/A,2.5,2,2,3,3,2.5,2.5,17.5,1,1,1,4,#N/A,#N/A,#N/A,50,0
4863572,Rowlett,TX,South,56199,50-99.9k,5,4,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,100,#N/A,100,#N/A,100,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.088969555,#N/A,#N/A,100,100,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,100,100,100,100,49.5,#N/A,100,100,100,#N/A,#N/A,#N/A,#N/A,4,2.5,2,1,2,#N/A,1,2,#N/A,2.5,3,2.5,3,3,3,3,20,1,#N/A,2,#N/A,#N/A,#N/A,#N/A,61.9047619,#N/A
4866644,Seguin,TX,South,25175,25-49.9k,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,100,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,0,#N/A,0,100,100,100,100,100,0,50,0,0,0,#N/A,#N/A,#N/A,#N/A,1,#N/A,1,1,3,3.5,#N/A,1,2,#N/A,2,1,2.5,1,3,3,2.5,15,1,1,1,4,#N/A,#N/A,#N/A,38.0952381,0
4868636,Socorro,TX,South,32013,25-49.9k,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,0,#N/A,100,100,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,0,-0.25,0,100,#N/A,0,#N/A,#N/A,#N/A,2.5,#N/A,1,1,1,1,#N/A,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,4,#N/A,#N/A,#N/A,#N/A,0
4869800,Springtown,TX,South,2658,2.5-4.9k,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,0,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.000752445,0.25,-50,100,0,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,100,0,24.75,0,0,0,0,#N/A,#N/A,#N/A,1,#N/A,2.5,1,1,1,#N/A,1,3,#N/A,2,2,3,2,3,2,3,17,1,1,1,4,#N/A,#N/A,#N/A,47.61904762,0
4870808,Sugar Land,TX,South,78817,50-99.9k,5,4,5.14307827,0.1952893,49.8600246,15,2,13,1,42,42,22300000,N,100,100,100,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,90.82933047,977.6779121,3,#N/A,#N/A,#N/A,0,89.58333333,88.17966903,100,5.498721228,0.103150336,4065,180,100,100,5.14307827,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,0,0,57.14285714,1,1,4,4,2,2,4,1,2,21,3,3,2.5,3,3,4,3,21.5,1,2,2,6.666666667,49.16666667,48.61111111,44.44444444,69.04761905,22.22222222
4871708,Tahoka,TX,South,2673,2.5-4.9k,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,0,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,15.13976805,162.962963,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,-0.5,#N/A,0,0,0,#N/A,#N/A,#N/A,1,#N/A,2,1,1,1,#N/A,1,2,#N/A,2.5,2,2,2.5,2.5,2.5,3,17,1,1,1,4,#N/A,#N/A,#N/A,47.61904762,0
4872530,The Colony,TX,South,36328,25-49.9k,4,4,3.304017287,0.218165793,#N/A,100,40,54,1,0,5,#N/A,N,100,100,100,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,100,100,3.304017287,100,100,100,100,100,100,100,100,100,0,75,#N/A,100,100,100,0,0,#N/A,2.5,4,3,1,2,3.5,#N/A,1,2,#N/A,1,3,1,1,3,3,4,16,1,1,1,4,#N/A,#N/A,#N/A,42.85714286,0
