"","SAMPLE_ID","SAMP_DATE","LABNO","WUWN.x","GROUP_ID","YEAR","COUNTY","TOWNSHIP","TOWN","RANGE","RANGE_DIR","SECTION","QS","QQS","pH_Qual","pH","pH_Rel","Cond_Qual","Conductivity","Cond_Rel","Alk_Qual","Alkalinity","Alk_Rel","Total.Hardness","Thard_Rel","Nitrate","NO3_Rel","Cl_Qual","Chloride","Cl_Rel","SI_Qual","SI","SI_Rel","As_Qual","Arsenic","As_Rel","Ca_Qual","Calcium","Ca_Rel","Cu_Qual","Copper","Cu_Rel","Fe_Qual","Iron","Fe_Rel","K_Qual","Potassium","K_Rel","Mg_Qual","Magnesium","Mg_Rel","Mn_Qual","Manganese","Mn_Rel","Na_Qual","Sodium","Na_Rel","Pb_Qual","Lead","Pb_Rel","SO4_Qual","Sulfate","SO4_Rel","Zn_Qual","Zinc","Zn_Rel","P_Qual","P","P_Rel","PROJECT_ID","ID","WUWN.y","X1100","X1200","X2110","X2120","X2130","X2140","X3110","X3120","X3210","X3220","X4110","X4120","X4130","X4210","X4220","X4230","X4240","X4250","X4300","X5000","X6100","X6210","X6220","X6230","X6310","X6320","X6330","X6410","X6420","X6430","X6440","X6450","X7000","X8000","X65535","area.x","area2","CASH_PERC","CORN_PERC","DAIRY_PERC","URBAN_area","URBAN_PERC","HAY_PERC","PASTURE_PERC","AG_area","AG_PERC","POT_VEG_PERC","Excessively.drained","Somewhat.excessively.drained","Well.Drained","Moderately.well.drained","Somewhat.poorly.drained","Poorly.drained","Very.poorly.drained","Water","area.ssurgo","area_ssurgo_nowater","perc_wd","perc_pd","perc_vpd","perc_sed","perc_spd","perc_mwd","perc_ed","weighted.rank","LONGITUDE","LATITUDE","Construction.Date","Well.Bottom..ft","Static.Water.Level..ft","Casing.Bottom..ft","Casing.Below.Water.Table..ft..","Depth.to.Bedrock","Bedrock.Top","Well.Finished","Comments","cnt","cnt_Thard","THard","Top.Bedrock","HAY_PAST","AG_HAY_PAST","ROWCROP","DB_WT","WELL_DEPTH_CAT","DRAIN_CAT","AG_CAT","HAY_CAT","PASTURE_CAT","HAY_PAST_CAT","DAIRY_CAT","ROWCROP_CAT","AG_HAY_PAST_CAT","URBAN_CAT"
"11",135200,"5/6/2023","2300291-14","AO083",603,2023,"JEFFERSON","IXONIA",8,16,"E",19,"SE","NE",NA,8.25,1,NA,803,1,NA,330,1,416,1,0.05,1,NA,41.8,1,NA,1,1,"<",0.005,1,"",87.78,1,"",0.01,1,"",0.034,1,"",1.25,1,"",47.75,1,"",0.017,1,NA,13.49,1,"<",0.004,1,NA,59.83,1,"",0.084,1,"<",0.005,1,30014,915,"AO083",NA,270900,432900,45000,694800,NA,80100,243000,NA,35100,NA,NA,NA,NA,NA,NA,86400,NA,NA,71100,NA,NA,NA,NA,NA,NA,NA,NA,NA,15300,7200,NA,NA,NA,NA,1981800,1981800,0.218437784,0.02270663,0.350590372,270900,0.136693915,0.040417802,0.122615804,1172700,0.591734787,0,NA,8128.2,895338.9,69089.7,487161.9,140123.1,314349.3,NA,1978510,1914191.1,0.467737469,0.073202252,0.164220438,0.004246285,0.254500138,0.036093418,0,3.582664082,-88.64231328,43.14257794,27240,NA,45,55,10,NA,NA,NA,NA,1,0,416,NA,0.163033606,0.754768393,0.241144414,10,"0-25 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","25-50%","0-25%","75-100%","5-30%"
"12",135201,"5/20/2023","2300291-15","SR740",603,2023,"JEFFERSON","CONCORD",7,16,"E",1,"SE","SE",NA,8.29,1,NA,612,1,NA,326,1,340,1,0.05,1,NA,3.1,1,NA,0.9,1,"<",0.005,1,"",72.78,1,"<",0.001,1,"",1.829,1,"",1.108,1,"",38.39,1,"",0.016,1,NA,5.907,1,"<",0.004,1,NA,22.41,1,"<",0.006,1,"",0.054,1,30015,902,"SR740",NA,53100,402300,NA,597600,NA,10800,105300,NA,242100,NA,14400,NA,NA,NA,28800,192600,NA,NA,NA,NA,42300,NA,31500,NA,NA,NA,216000,NA,17100,17100,NA,NA,NA,NA,1971000,1971000,0.204109589,0,0.303196347,53100,0.026940639,0.005479452,0.053424658,999900,0.507305936,0,NA,25798.2,612795.6,35693.4,302333.7,80398.5,122806.5,NA,1978510,1179825.9,0.519394938,0.068144376,0.104088663,0.021866108,0.256252808,0.030253108,0,3.858319605,-88.54137515,43.0936543,38411,205,10,122,112,122,NA,NA,NA,1,0,340,NA,0.05890411,0.566210046,0.204109589,112,"> 100 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","25-50%","0-25%","50-75%","2.5-5%"
"13",135202,"5/14/2023","2300291-16","RY012",603,2023,"JEFFERSON","WATERTOWN",8,15,"E",33,"SW","SW",NA,8.33,1,NA,687,1,NA,367,1,407,1,0.05,1,NA,2.6,1,NA,1.1,1,"<",0.005,1,"",87.23,1,"",0.397,1,"",1.887,1,"",0.838,1,"",45.98,1,"",0.033,1,NA,2.501,1,"",0.018,1,NA,35.44,1,"",0.353,1,"",0.024,1,30016,332,"RY012",NA,114300,252000,NA,649800,NA,142200,93600,5400,85500,NA,17100,NA,NA,NA,NA,247500,NA,NA,NA,NA,9000,12600,172800,NA,NA,NA,48600,NA,109800,15300,NA,NA,NA,NA,1975500,1975500,0.127562642,0,0.328929385,114300,0.05785877,0.071981777,0.04738041,901800,0.456492027,0,NA,41701.2,971319.9,47178.9,292791.9,182001,441926.7,NA,1978510,1976919.6,0.491329996,0.092062925,0.223543082,0.021094029,0.148105113,0.023864855,0,3.530657848,-88.73176165,43.11030666,37342,121,4,84,80,81,NA,NA,NA,1,0,407,NA,0.119362187,0.575854214,0.127562642,80,"75-100 FT","Moderately Well Drained","25-50%","0-25%","0-25%","0-25%","25-50%","0-25%","50-75%","5-30%"
"14",135203,"5/2/2023","2300291-17","VG524",603,2023,"JEFFERSON","PALMYRA",5,16,"E",3,"NE","NE",NA,8.3,1,NA,774,1,NA,292,1,430,1,7.6,1,NA,25.9,1,NA,1,1,"<",0.005,1,"",101.3,1,"",0.012,1,"",61.64,1,"",1.492,1,"",43.1,1,"",0.814,1,NA,6.473,1,"",0.007,1,NA,73.04,1,"",0.044,1,"",0.024,1,30017,1929,"VG524",NA,119700,472500,315900,59400,NA,66600,479700,11700,118800,NA,15300,NA,NA,NA,23400,103500,NA,NA,NA,NA,NA,NA,NA,8100,NA,NA,135000,NA,45000,NA,NA,NA,NA,NA,1974600,1974600,0.23928897,0.159981768,0.030082042,119700,0.060619872,0.03372835,0.242935278,847800,0.42935278,0,NA,262046.1,1126639.2,60784.8,201614.7,192603,131464.8,NA,1978510,1975152.6,0.570406155,0.097512972,0.066559313,0.132671319,0.102075505,0.030774736,0,4.338969404,-88.58341291,42.9264465,40463,191,61,185,124,NA,NA,NA,NA,1,0,430,NA,0.276663628,0.706016408,0.399270738,124,"> 100 FT","Moderately Well Drained","25-50%","0-25%","0-25%","25-50%","0-25%","25-50%","50-75%","5-30%"
"15",135204,"5/1/2023","2300291-18","SU625",603,2023,"JEFFERSON","KOSHKONONG",5,14,"E",16,"NE","NW",NA,8.36,1,NA,805,1,NA,337,1,446,1,7.7,1,NA,41.6,1,NA,1.1,1,"<",0.005,1,"",95.82,1,"",0.01,1,"",0.05,1,"",0.777,1,"",50.26,1,"",0.006,1,NA,5.432,1,"<",0.004,1,NA,29.37,1,"<",0.006,1,"<",0.005,1,30018,2653,"SU625",219600,1119600,45900,111600,82800,NA,17100,108900,NA,62100,NA,14400,NA,NA,NA,NA,81900,NA,NA,NA,NA,NA,NA,20700,25200,NA,NA,68400,NA,NA,NA,NA,NA,NA,NA,1978200,1978200,0.023202912,0.056414923,0.041856233,1339200,0.676979072,0.008644222,0.055050045,240300,0.121474067,0,NA,9188.4,1346984.1,60254.7,421959.6,83579.1,56013.9,NA,1978510,1977979.8,0.680989816,0.042254779,0.028318742,0.004645346,0.213328569,0.030462748,0,4.307486153,-88.84434869,42.89986263,38425,145,31,46,15,46,NA,NA,NA,1,0,446,NA,0.063694267,0.185168334,0.079617835,15,"0-25 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"16",135205,"5/17/2023","2300291-19","LI430",603,2023,"JEFFERSON","OAKLAND",6,13,"E",25,"NW","SW",NA,8.4,1,NA,761,1,NA,322,1,363,1,7.7,1,NA,33.8,1,NA,1,1,"<",0.005,1,"",78.14,1,"",0.024,1,"",0.008,1,"",2.031,1,"",40.77,1,"<",0.001,1,NA,10.81,1,"<",0.004,1,NA,24.91,1,"",0.022,1,"",0.005,1,30019,2050,"LI430",NA,33300,681300,NA,713700,NA,24300,128700,NA,108000,NA,9000,NA,NA,NA,3600,171000,NA,NA,NA,NA,NA,NA,71100,12600,NA,NA,11700,NA,13500,NA,NA,NA,NA,NA,1981800,1981800,0.343778383,0,0.360127157,33300,0.016802906,0.01226158,0.064940963,1395000,0.70390554,0,NA,130934.7,1147489.8,198787.5,186771.9,104253,209742.9,NA,1978510,1977979.8,0.580132214,0.052706807,0.106038949,0.066196177,0.094425585,0.100500268,0,4.194568519,-88.91387033,42.95721163,35318,120,15,105,90,105,NA,NA,NA,1,0,363,NA,0.077202543,0.781108083,0.343778383,90,"75-100 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","25-50%","25-50%","75-100%","0-2.5%"
"17",135206,"5/4/2023","2300291-20","DF040",603,2023,"JEFFERSON","CONCORD",7,16,"E",21,"SE","NE",NA,8.32,1,NA,783,1,NA,402,1,411,1,0.05,1,NA,17.5,1,NA,1.1,1,"<",0.005,1,"",86.82,1,"",0.01,1,"",0.014,3,"",0.781,1,"",47.24,1,"",0.006,1,NA,7.214,1,"<",0.004,1,NA,29.05,1,"<",0.006,1,"<",0.005,1,30020,1658,"DF040",NA,99000,505800,NA,319500,NA,100800,242100,NA,118800,NA,NA,NA,NA,NA,20700,235800,NA,NA,NA,NA,NA,NA,100800,28800,NA,NA,132300,NA,41400,25200,NA,NA,NA,NA,1971000,1971000,0.256621005,0,0.162100457,99000,0.050228311,0.051141553,0.12283105,825300,0.418721461,0,NA,65909.1,536461.2,208152.6,439983,283426.8,432561.6,NA,1978510,1966494.3,0.272800791,0.144127954,0.219965855,0.033516039,0.223739779,0.105849582,0,3.167939617,-88.60266357,43.05418807,32955,170,30,50,20,28,NA,NA,NA,1,0,411,NA,0.173972603,0.592694064,0.256621005,20,"0-25 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"18",135207,"5/3/2023","2300291-21","WG746",603,2023,"JEFFERSON","OAKLAND",6,13,"E",5,"SW","SW",NA,8.33,1,NA,911,1,NA,386,1,428,1,0.05,1,NA,65.6,1,NA,1.1,1,"<",0.005,1,"",95.22,1,"",0.002,1,"",0.307,2,"",2.044,1,"",46.25,1,"",0.107,1,NA,22.43,1,"<",0.004,1,NA,30.58,1,"",0.014,1,"<",0.005,1,30021,1626,"WG746",NA,815400,105300,NA,78300,NA,4500,12600,NA,38700,NA,29700,NA,NA,NA,23400,381600,NA,NA,314100,NA,900,NA,45000,25200,NA,NA,90900,NA,7200,NA,NA,NA,NA,NA,1972800,1972800,0.053375912,0,0.039689781,815400,0.413321168,0.002281022,0.006386861,183600,0.093065693,0,NA,473909.4,553071,122806.5,251444.1,92944.2,150195,NA,1978510,1644370.2,0.336342145,0.056522674,0.091338921,0.288201161,0.1529121,0.074683,0,4.372770256,-88.99186858,43.01113189,38856,75,11,42,31,32,NA,NA,NA,1,0,428,NA,0.008667883,0.101733576,0.053375912,31,"25-50 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"19",135208,"4/30/2023","2300291-22","RS017",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",17,"NW","NE",NA,8.39,1,NA,896,1,NA,402,1,487,1,11.2,1,NA,18.5,1,NA,1.2,1,"<",0.005,1,"",100.5,1,"",0.006,1,"",0.021,1,"",1.679,1,"",57.33,1,"<",0.001,1,NA,9.196,1,"<",0.004,1,NA,45.1,1,"<",0.006,1,"<",0.005,1,30022,1423,"RS017",NA,515700,91800,43200,131400,NA,47700,297000,NA,73800,NA,16200,NA,NA,NA,NA,136800,NA,NA,9900,300600,89100,NA,74700,46800,NA,29700,82800,NA,NA,NA,NA,NA,NA,NA,1987200,1987200,0.046195652,0.02173913,0.066123188,515700,0.25951087,0.024003623,0.149456522,266400,0.134057971,0,NA,49122.6,786138.3,268584,269290.8,126870.6,173519.4,NA,1978510,1673525.7,0.469749762,0.075810368,0.103684933,0.029352761,0.160912258,0.160489917,0,3.90486749,-88.63052718,42.98830355,37881,78,40,75,35,NA,NA,NA,NA,1,0,487,NA,0.173460145,0.307518116,0.067934782,35,"25-50 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","5-30%"
"20",135209,"5/1/2023","2300291-23","AR694",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",27,"NW","SW",NA,8.39,1,NA,759,1,NA,356,1,418,1,0.5,1,NA,27,1,NA,1.1,1,"<",0.005,1,"",86.5,1,"",0.046,1,"",0.022,1,"",0.961,1,"",49.16,1,"",0.026,1,NA,9.562,1,"<",0.004,1,NA,35.22,1,"",0.037,1,"<",0.005,1,30023,1945,"AR694",NA,33300,856800,NA,198900,NA,59400,85500,NA,51300,NA,NA,NA,NA,NA,464400,111600,NA,NA,NA,NA,37800,NA,900,10800,NA,NA,40500,2700,23400,NA,NA,NA,NA,NA,1977300,1977300,0.433318161,0,0.100591716,33300,0.016841147,0.030040965,0.043240783,1055700,0.533909877,0,NA,90293.7,1203150.3,135528.9,168218.4,22264.2,356403.9,NA,1978510,1975859.4,0.608925058,0.011268109,0.180379181,0.045698444,0.085136827,0.068592381,0,4.051511358,-88.59674132,42.95341332,32638,215,61,112,51,112,NA,NA,NA,1,0,418,NA,0.073281748,0.607191625,0.433318161,51,"50-75 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","0-2.5%"
"21",135210,"5/17/2023","2300291-24","LH848",603,2023,"JEFFERSON","WATERLOO",8,13,"E",24,"NW","SE",NA,8.14,1,NA,715,1,NA,348,1,385,1,2.9,1,NA,12.2,1,NA,0.8,1,"",0.009,1,"",81.64,1,"",0.01,1,"<",0.007,1,"",0.851,1,"",44.05,1,"",0.004,1,NA,3.294,1,"<",0.004,1,NA,26.19,1,"",0.012,1,"<",0.005,1,30024,1270,"LH848",NA,15300,1313100,NA,173700,NA,9900,114300,NA,99900,NA,14400,NA,NA,NA,NA,123300,NA,NA,NA,NA,NA,NA,NA,12600,NA,NA,NA,NA,103500,NA,NA,NA,NA,NA,1980000,1980000,0.663181818,0,0.087727273,15300,0.007727273,0.005,0.057727273,1486800,0.750909091,0,NA,21204,934919.7,201968.1,204088.5,NA,615622.8,NA,1978510,1977803.1,0.472706156,0,0.31126597,0.010720986,0.103189493,0.102117395,0,3.457160725,-88.90450366,43.1499174,35416,145,60,107,47,107,NA,NA,NA,1,0,385,NA,0.062727273,0.813636364,0.663181818,47,"25-50 FT","Somewhat Poorly Drained","75-100%","0-25%","0-25%","0-25%","0-25%","50-75%","75-100%","0-2.5%"
"22",135211,"5/8/2023","2300291-25","RV574",603,2023,"JEFFERSON","KOSHKONONG",5,14,"E",15,"NW","SE",NA,8.42,1,NA,817,1,NA,330,1,390,1,3.4,1,NA,41.5,1,NA,1.1,1,"<",0.005,1,"",82.61,1,"",0.019,1,"",0.019,1,"",1.4,1,"",44.55,1,"<",0.001,1,NA,19.06,1,"<",0.004,1,NA,53.77,1,"",0.025,1,"<",0.005,1,30025,2307,"RV574",20700,864000,NA,252000,48600,NA,19800,173700,NA,109800,NA,119700,NA,NA,NA,13500,234900,NA,NA,NA,NA,NA,NA,50400,15300,NA,NA,26100,NA,36000,NA,NA,NA,NA,NA,1984500,1984500,0,0.126984127,0.024489796,884700,0.445804989,0.009977324,0.087528345,300600,0.151473923,0,NA,337673.7,952413,206385.6,302510.4,36400.2,140299.8,NA,1978510,1975682.7,0.482067794,0.018424112,0.071013326,0.170914945,0.153116895,0.104462928,0,4.420892586,-88.83189269,42.897507,37921,145,33,98,65,98,NA,NA,NA,1,0,390,NA,0.097505669,0.248979592,0.126984127,65,"50-75 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"23",135212,"5/3/2023","2300291-27","AO130",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",2,"SE","NE",NA,8.46,1,NA,822,1,NA,355,1,423,1,2.9,1,NA,37.9,1,NA,1.2,1,"<",0.005,1,"",89.27,1,"",0.015,1,"<",0.007,1,"",1.523,1,"",48.62,1,"",0.029,1,NA,10.08,1,"<",0.004,1,NA,48.38,1,"",0.021,1,"<",0.005,1,30027,2938,"AO130",NA,51300,468900,NA,128700,NA,16200,27000,NA,323100,NA,36000,NA,NA,NA,180900,231300,18000,NA,NA,NA,89100,NA,23400,116100,NA,13500,233100,4500,NA,19800,NA,NA,NA,NA,1980900,1980900,0.236710586,0,0.064970468,51300,0.025897319,0.008178101,0.013630168,597600,0.301681054,0,NA,51596.4,1277541,35693.4,100542.3,25621.5,485925,NA,1978510,1976919.6,0.646228102,0.012960315,0.24579907,0.026099392,0.050858062,0.018055059,0,3.884250983,-88.56221433,43.00823908,NA,NA,110,125,15,NA,NA,NA,NA,1,0,423,NA,0.021808269,0.323489323,0.236710586,15,"0-25 FT","Moderately Well Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","2.5-5%"
"24",135213,"5/1/2023","2300291-28","HU249",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",17,"NE","NW",NA,8.56,1,NA,1123,1,NA,386,1,NA,5,4.6,1,NA,94.9,1,NA,-0.6,5,"<",0.005,1,"",0.372,5,"",0.032,1,"<",0.007,5,"",0.231,1,"",0.136,5,"<",0.001,1,NA,258.1,5,"<",0.004,1,NA,34.05,1,"",0.009,1,"<",0.005,1,30028,2867,"HU249",23400,684900,5400,NA,93600,NA,50400,216900,NA,127800,NA,11700,NA,NA,NA,NA,126000,NA,NA,10800,396900,92700,NA,65700,21600,NA,18000,16200,NA,8100,9000,NA,NA,NA,NA,1979100,1979100,0.002728513,0,0.047294225,708300,0.35788995,0.025466121,0.109595271,99000,0.050022738,0,NA,31806,867066.9,149311.5,243315.9,154259.1,147191.1,NA,1978510,1592950.5,0.544315031,0.096838602,0.092401553,0.019966722,0.152745424,0.093732668,0,3.960621187,-88.62863985,42.98571157,35851,63,20,58,38,58,NA,NA,NA,1,1,1,NA,0.135061392,0.18508413,0.002728513,38,"25-50 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"25",135214,"5/1/2023","2300291-29","QL773",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",9,"NW","SE",NA,8.4,1,NA,724,1,NA,353,1,394,1,8,1,NA,15.1,1,NA,1.1,1,"<",0.005,1,"",87.64,1,"",0.017,1,"<",0.007,5,"",0.695,1,"",42.54,1,"<",0.001,1,NA,2.415,1,"<",0.004,1,NA,12.82,1,"<",0.006,1,"<",0.005,1,30029,2833,"QL773",NA,95400,180000,157500,231300,NA,14400,88200,NA,99900,NA,110700,NA,NA,NA,NA,66600,15300,NA,NA,NA,101700,NA,138600,117000,NA,NA,492300,NA,62100,NA,NA,NA,NA,NA,1971000,1971000,0.091324201,0.079908676,0.117351598,95400,0.048401826,0.007305936,0.044748858,568800,0.288584475,0,NA,64318.8,482214.3,56720.7,344034.9,213983.7,816000.6,NA,1978510,1977273,0.243878463,0.108221626,0.412689902,0.032529044,0.173994638,0.028686327,0,2.680428954,-88.61152225,42.99688282,37190,162,33,71,38,71,NA,NA,NA,1,0,394,NA,0.052054794,0.340639269,0.171232877,38,"25-50 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","2.5-5%"
"26",135215,"5/31/2023","2300291-30","YN541",603,2023,"JEFFERSON","Koshkonong",5,14,"E",16,"NE","NW",NA,8.28,1,NA,786,1,NA,331,1,387,1,8,1,NA,35.6,1,NA,1,1,"",0.012,1,"",81.12,1,"",0.014,1,"<",0.007,1,"",0.8,1,"",44.78,1,"<",0.001,1,NA,14.84,1,"<",0.004,1,NA,22.38,1,"<",0.006,1,"<",0.005,1,30030,2629,"YN541",286200,1170900,28800,45900,77400,NA,23400,105300,NA,41400,NA,14400,NA,NA,NA,NA,81900,NA,NA,NA,NA,NA,NA,15300,25200,NA,NA,62100,NA,NA,NA,NA,NA,NA,NA,1978200,1978200,0.01455869,0.023202912,0.039126479,1457100,0.736578708,0.011828935,0.053230209,152100,0.07688808,0,NA,6184.5,1450000.2,51773.1,353930.1,73507.2,42761.4,NA,1978510,1978156.5,0.733005806,0.037159446,0.021616793,0.003126396,0.17891916,0.026172398,0,4.421170165,-88.84424809,42.90080754,42179,122,28,60,32,23,NA,NA,NA,1,0,387,NA,0.065059144,0.141947224,0.037761602,32,"25-50 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"27",135216,"5/4/2023","2300291-32","AO072",603,2023,"JEFFERSON","FARMINGTON",7,15,"E",5,"SW","NE",NA,8.38,1,NA,630,1,NA,351,1,362,1,0.05,1,NA,2.2,1,NA,1.1,1,"<",0.005,1,"",79.81,1,"",0.002,1,"",3.308,1,"",1.114,1,"",39.56,1,"",0.024,1,NA,3.299,1,"<",0.004,1,NA,15.6,1,"",0.014,1,"",0.017,1,30032,1183,"AO072",3600,31500,535500,4500,549900,NA,22500,9000,8100,128700,NA,NA,NA,NA,NA,NA,18900,NA,NA,NA,NA,NA,NA,595800,NA,NA,NA,39600,NA,36000,NA,NA,NA,NA,NA,1983600,1983600,0.269963702,0.002268603,0.27722323,35100,0.0176951,0.011343013,0.004537205,1089900,0.549455535,0,NA,13429.2,825719.1,26681.7,264519.9,126693.9,720405.9,NA,1978510,1977449.7,0.417567688,0.064069341,0.364310607,0.006791171,0.133768207,0.013492985,0,3.076311322,-88.74841224,43.09977236,18412,NA,31,195,164,NA,NA,NA,NA,1,0,362,NA,0.015880218,0.565335753,0.272232305,164,"> 100 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","25-50%","25-50%","50-75%","0-2.5%"
"28",135217,"5/14/2023","2300291-33","YQ691",603,2023,"JEFFERSON","CONCORD",7,16,"E",9,"NE","SE",NA,8.38,1,NA,609,1,NA,337,1,342,1,0.05,1,NA,2.9,1,NA,1,1,"<",0.005,1,"",77.1,1,"<",0.001,1,"",0.04,1,"",1.767,1,"",36.18,1,"",0.012,1,NA,3.268,1,"<",0.004,1,NA,13.98,1,"<",0.006,1,"<",0.005,1,30033,1017,"YQ691",12600,63000,299700,NA,371700,NA,161100,96300,NA,9000,NA,NA,NA,NA,NA,NA,70200,NA,NA,900,NA,182700,NA,242100,273600,NA,28800,163800,NA,NA,NA,NA,NA,NA,NA,1975500,1975500,0.151708428,0,0.188154897,75600,0.038268793,0.081548975,0.048747153,671400,0.339863326,0,NA,55483.8,445990.8,38874,273354.9,168218.4,960364.5,NA,1978510,1942286.4,0.229621543,0.086608443,0.494450509,0.02856623,0.140738719,0.020014556,0,2.48944687,-88.60145264,43.08742873,42564,222,42,104,62,100,NA,NA,NA,1,0,342,NA,0.130296128,0.470159454,0.151708428,62,"50-75 FT","Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","2.5-5%"
"29",135218,"5/1/2023","2300291-34","SV873",603,2023,"JEFFERSON","CONCORD",7,16,"E",21,"SE","SE",NA,8.53,1,NA,830,1,NA,436,1,NA,5,0.3,1,NA,7.7,1,NA,-0.6,5,"<",0.005,1,"",0.192,5,"",0.028,1,"",0.03,5,"",0.215,1,"",0.107,5,"<",0.001,1,NA,211.3,5,"<",0.004,1,NA,15.4,1,"<",0.006,1,"<",0.005,1,30034,1659,"SV873",NA,90000,671400,NA,242100,NA,100800,192600,NA,119700,NA,NA,NA,NA,NA,40500,180900,NA,NA,10800,NA,NA,NA,71100,39600,NA,NA,177300,NA,37800,NA,NA,NA,NA,NA,1974600,1974600,0.340018232,0,0.12260711,90000,0.045578851,0.051048314,0.097538742,913500,0.462625342,0,NA,59371.2,622690.8,122629.8,385559.4,246496.5,519851.4,NA,1978510,1956599.1,0.318251603,0.125982119,0.265691321,0.03034408,0.197055902,0.062674975,0,3.132845661,-88.60111924,43.05206366,38548,88,24,50,26,50,NA,NA,NA,1,1,1,NA,0.148587056,0.611212398,0.340018232,26,"25-50 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","2.5-5%"
"30",135219,"5/16/2023","2300291-35","MP609",603,2023,"JEFFERSON","IXONIA",8,16,"E",9,"SE","NE",NA,8.55,1,NA,773,1,NA,378,1,NA,5,0.05,1,NA,12,1,NA,-0.2,5,"",0.064,1,"",2.603,5,"",0.001,1,"",0.043,5,"",0.152,1,"",1.314,5,"",0.002,1,NA,188,5,"<",0.004,1,NA,32.77,1,"<",0.006,1,"",0.023,1,30035,434,"MP609",NA,105300,776700,NA,410400,NA,242100,161100,NA,56700,NA,27900,NA,NA,NA,NA,65700,NA,NA,NA,NA,NA,NA,140400,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,1987200,1987200,0.390851449,0,0.206521739,105300,0.05298913,0.12182971,0.081068841,1187100,0.597373188,0,NA,NA,587350.8,290671.5,452882.1,NA,646015.2,NA,1978510,1976919.6,0.29710404,0,0.326778691,0,0.229084734,0.147032535,0,3.087683232,-88.59945304,43.17270256,36022,143,20,46,26,15,NA,NA,NA,1,1,1,NA,0.202898551,0.800271739,0.390851449,26,"25-50 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","75-100%","5-30%"
"31",135220,"5/7/2023","2300291-36","WI092",603,2023,"JEFFERSON","OAKLAND",6,13,"E",8,"NW","SE",NA,8.43,1,NA,927,1,NA,396,1,484,1,2.3,1,NA,63.5,1,NA,1.3,1,"<",0.005,1,"",107.4,1,"",0.234,1,"<",0.007,5,"",0.834,1,"",52.53,1,"<",0.001,1,NA,22.79,1,"",0.01,1,NA,32.53,1,"",0.838,1,"",0.01,1,30036,1547,"WI092",NA,584100,NA,NA,NA,NA,5400,11700,NA,NA,NA,235800,NA,NA,NA,NA,284400,NA,NA,710100,NA,6300,NA,42300,19800,NA,NA,75600,NA,NA,NA,NA,NA,NA,NA,1975500,1975500,0,0,0,584100,0.295671982,0.002733485,0.005922551,0,0,0,NA,427614,332019.3,98245.2,213983.7,NA,215043.9,NA,1978510,1286906.1,0.257998078,0,0.167101469,0.332280654,0.166277633,0.076342167,0,4.254977345,-88.98405715,43.00375501,38975,120,41,63,22,31,NA,NA,NA,1,0,484,NA,0.008656036,0.008656036,0,22,"0-25 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","5-30%"
